141,525-81-0810,Lucy,Harrington,69388.00
142,331-25-9319,Keith,Harris,7729.00
143,770-01-5105,Keith,Harris,67336.00
144,208-84-9956,Roger,Harui,78271.00
145,633-34-5095,Ann,Hass,62689.00
146,022-89-0200,Valerie,Hendricks,10269.00
147,912-85-8027,Cheryl,Herring,95103.00
148,307-29-4403,Ronald,Heymsfield,30421.00
149,083-68-5072,Mike,Hines,35109.00
150,239-20-6174,Matthew,Hink,75140.00
151,162-43-8489,Bob,Hodges,84875.00
152,717-37-3032,David,Hodgson,15920.00
153,280-15-5623,Helge,Hoeing,23680.00
154,353-00-9496,Juanita,Holman,83632.00
155,162-65-6542,Peter,Houston,6335.00
156,427-43-7296,George,Huckaby,90908.00
157,603-61-0319,Joshua,Huff,55166.00
158,877-01-3415,Phyllis,Huntsman,58528.00
159,391-25-8382,Phyllis,Huntsman,86920.00
160,626-56-2930,Lawrence,Hurkett,11698.00
161,731-19-3470,Lucio,Iallo,83202.00
162,171-33-3481,Richard,Irwin,83990.00
163,828-77-1376,Erik,Ismert,7706.00
164,611-48-4137,Eric,Jacobsen,784.00
165,477-14-7161,Jodan,Jacobson,17695.00
166,738-83-2602,Sean,Jacobson,9412.00
167,589-30-3617,Joyce,Jarvis,42556.00
168,538-28-5108,Barry,Johnson,36190.00
169,661-09-8547,Barry,Johnson,80820.00
170,025-55-7602,Brian,Johnson,54767.00
171,422-34-6020,David,Johnson,26695.00
172,500-92-8728,Tom,Johnston,52805.00
173,170-89-3691,Jean,Jordan,68936.00
174,108-25-0733,Peggy,Justice,39764.00
175,392-44-2253,Sandeep,Kaliyath,84549.00
176,666-10-8497,Sandeep,Katyal,27585.00
177,738-29-5963,John,Kelly,31491.00
178,253-47-6467,Robert,Kelly,43239.00
179,059-47-6363,Kevin,Kennedy,18192.00
180,382-51-9530,Mitch,Kennedy,68959.00
181,480-79-4419,Imtiaz,Khan,66870.00
182,097-39-6667,Karan,Khanna,17048.00
183,625-86-1609,Anton,Kirilov,97398.00
184,109-78-5455,Christian,Kleinerman,22492.00
185,914-28-0431,Andrew,Kobylinski,47853.00
186,428-15-1588,Eugene,Kogan,61377.00
187,612-70-0567,Scott,Konersmann,87060.00
188,025-76-2628,Joy,Koski,165.00
189,920-75-2262,Diane,Krane,12316.00
190,748-12-0172,Kay,Krane,13614.00
191,230-78-1884,Kay,Krane,98499.00
192,121-03-7961,Margaret,Krupka,98845.00
193,993-16-0574,Peter,Kurniawan,67823.00
194,560-17-8321,Jeffrey,Kurtz,18840.00
195,176-23-2126,Eric,Lang,39005.00
196,678-53-5154,Elsa,Leavitt,71752.00
197,950-17-4726,Marjorie,Lee,28116.00
198,649-28-8360,Roger,Lengel,75588.00
199,507-95-7549,A.,Leonetti,71639.00
200,442-99-4943,Bonnie,Lepro,9089.00
201,674-71-8512,Elsie,Lewin,93630.00
202,418-20-4458,George,Li,74540.00
203,986-20-3872,Joseph,Lique,96968.00
204,716-41-6291,Paulo,Lisboa,11243.00
205,475-64-2482,Paulo,Lisboa,84392.00
206,471-03-3608,David,Liu,57309.00
207,440-49-4765,Jinghao,Liu,34991.00
208,321-33-7277,Kevin,Liu,20305.00
209,113-69-0506,Sharon,Looney,5368.00
210,311-21-1551,Judy,Lundahl,15667.00
211,710-73-5330,Denise,Maccietto,2258.00
212,321-14-1319,Scott,MacDonald,30158.00
213,340-75-5874,Kathy,Marcovecchio,10228.00
214,043-85-0648,Melissa,Marple,46100.00
215,253-33-7509,Frank,Mart¡nez,46267.00
216,335-68-4629,Chris,Maxwell,92921.00
217,535-30-6577,Sandra,Maynard,60264.00
218,613-34-9127,Walter,Mays,70620.00
219,754-70-9484,Lola,McCarthy,75175.00
220,758-46-9282,Jane,McCarty,78021.00
221,287-44-2853,Yvonne,McKay,38787.00
222,173-12-0893,Nkenge,McLin,27222.00
223,028-18-1290,R. Morgan,Mendoza,80464.00
224,035-47-1686,Helen,Meyer,79306.00
225,926-47-4349,Dylan,Miller,64819.00
226,947-84-3762,Frank,Miller,97091.00
227,598-00-4792,Virginia,Miller,77286.00
228,069-59-6908,Virginia,Miller,57881.00
229,864-49-8796,Neva,Mitchell,36848.00
230,484-78-0561,Joseph,Mitzner,42987.00
231,684-27-6433,Margaret,Smith,46020.00
232,521-85-5433,Laura,Steele,87969.00
233,239-08-6212,Alan,Steiner,71635.00
234,655-64-2836,Alice,Steiner,60544.00
235,850-56-7206,Derik,Stenerson,16798.00
236,077-42-9130,Vassar,Stern,55399.00
237,094-90-4314,Wathalee,Steuber,20296.00
238,409-83-6433,Liza Marie,Stevens,6631.00
239,351-34-7304,Robert,Stotka,88774.00
240,866-96-8557,Kayla,Stotler,19835.00
241,716-37-0786,Ruth,Suffin,38058.00
242,689-86-1583,Elizabeth,Sullivan,98566.00
243,622-25-6018,Michael,Sullivan,9242.00
244,137-21-0253,Brad,Sutton,44883.00
245,237-99-8262,Abraham,Swearengin,85958.00
246,518-41-6271,Julie,Taft-Rider,63622.00
247,554-31-5202,Clarence,Tatman,25188.00
248,591-44-7136,Chad,Tedford,22306.00
249,069-09-3831,Vanessa,Tench,44398.00
250,523-93-8801,Judy,Thames,89067.00
251,266-03-4963,Daniel,Thompson,36910.00
252,496-54-0726,Donald,Thompson,85206.00
253,984-43-6756,Kendra,Thompson,7375.00
254,047-31-4129,Diane,Tibbott,95073.00
255,217-20-9777,Delia,Toone,17369.00
256,420-28-0429,Michael John,Troyer,69381.00
257,236-75-2355,Christie,Trujillo,79299.00
258,984-20-5166,Sairaj,Uddin,41036.00
259,353-75-0098,Sunil,Uppal,23245.00
260,934-96-8406,Jessie,Valerio,62357.00
261,773-23-3159,Gregory,Vanderbout,21434.00
262,951-08-3331,Michael,Vanderhyde,72246.00
263,856-23-4990,Margaret,Vanderkamp,18918.00
264,359-67-5826,Gary,Vargas,37729.00
265,743-66-8203,Nieves,Vargas,61754.00
266,368-97-5673,Ranjit,Varkey Chudukatil,19423.00
267,890-04-1424,Patricia,Vasquez,59489.00
268,267-37-1036,Wanda,Vernon,11749.00
269,101-14-5907,Robert,Vessa,58459.00
270,148-51-2717,Caroline,Vicknair,83361.00
